variable;code;vintage
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-AdvElc-CO-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-AdvElc-CO-Elc-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-SH;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-SH-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-SC;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-SC-AC-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-LPG-NoSolar-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-LPG-Solar;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-LPG-Solar-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-LPG-Solar-Solar;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-Elc-NoSolar-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-Elc-Solar;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-Elc-Solar-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-WH-Elc-Solar-Solar;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-CO;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-CO-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-CO-Elc-Elec;
;VIN-number-Res-HH-Thermal-SH-Solids;
;VIN-number-Res-HH-Thermal-SH-Solids-SH;
;VIN-number-Res-HH-Thermal-SH-Solids-SC-AC;
;VIN-number-Res-HH-Thermal-SH-Solids-WH-Solids-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Solids-WH-LPG-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Solids-WH-LPG-Solar;
;VIN-number-Res-HH-Thermal-SH-Solids-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Solids-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-Solids-CO-Solids;
;VIN-number-Res-HH-Thermal-SH-Solids-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-Solids-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-LPG;
;VIN-number-Res-HH-Thermal-SH-LPG-SH;
;VIN-number-Res-HH-Thermal-SH-LPG-SC-AC;
;VIN-number-Res-HH-Thermal-SH-LPG-WH-LPG-NoSolar;
;VIN-number-Res-HH-Thermal-SH-LPG-WH-LPG-Solar;
;VIN-number-Res-HH-Thermal-SH-LPG-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-LPG-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-LPG-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-LPG-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-Oil;
;VIN-number-Res-HH-Thermal-SH-Oil-SH;
;VIN-number-Res-HH-Thermal-SH-Oil-SC-AC;
;VIN-number-Res-HH-Thermal-SH-Oil-WH-Oil-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Oil-WH-Oil-Solar;
;VIN-number-Res-HH-Thermal-SH-Oil-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Oil-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-Oil-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-Oil-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-Gas;
;VIN-number-Res-HH-Thermal-SH-Gas-SH;
;VIN-number-Res-HH-Thermal-SH-Gas-SC-AC;
;VIN-number-Res-HH-Thermal-SH-Gas-WH-Gas-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Gas-WH-Gas-Solar;
;VIN-number-Res-HH-Thermal-SH-Gas-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Gas-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-Gas-CO-Gas;
;VIN-number-Res-HH-Thermal-SH-Gas-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-Biomass;
;VIN-number-Res-HH-Thermal-SH-Biomass-SH;
;VIN-number-Res-HH-Thermal-SH-Biomass-SC-AC;
;VIN-number-Res-HH-Thermal-SH-Biomass-WH-Biomass-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar;
;VIN-number-Res-HH-Thermal-SH-Biomass-WH-LPG-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar;
;VIN-number-Res-HH-Thermal-SH-Biomass-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-Biomass-CO-Biomass;
;VIN-number-Res-HH-Thermal-SH-Biomass-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-Biomass-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-Geo;
;VIN-number-Res-HH-Thermal-SH-Geo-SH;
;VIN-number-Res-HH-Thermal-SH-Geo-SC-AC;
;VIN-number-Res-HH-Thermal-SH-Geo-WH-Geo-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Geo-WH-Geo-Solar;
;VIN-number-Res-HH-Thermal-SH-Geo-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-Geo-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-Geo-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-Geo-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-DistrHeat;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-SH;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-SC-AC;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-NoSolar;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-DistrHeat-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-AdvElc;
;VIN-number-Res-HH-Thermal-SH-AdvElc-SH;
;VIN-number-Res-HH-Thermal-SH-AdvElc-SC-AC;
;VIN-number-Res-HH-Thermal-SH-AdvElc-WH-LPG-NoSolar;
;VIN-number-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar;
;VIN-number-Res-HH-Thermal-SH-AdvElc-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-AdvElc-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-AdvElc-CO-Elc;
;VIN-number-Res-HH-Thermal-SH-ConvElc;
;VIN-number-Res-HH-Thermal-SH-ConvElc-SH;
;VIN-number-Res-HH-Thermal-SH-ConvElc-SC-AC;
;VIN-number-Res-HH-Thermal-SH-ConvElc-WH-LPG-NoSolar;
;VIN-number-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar;
;VIN-number-Res-HH-Thermal-SH-ConvElc-WH-Elc-NoSolar;
;VIN-number-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar;
;VIN-number-Res-HH-Thermal-SH-ConvElc-CO-LPG;
;VIN-number-Res-HH-Thermal-SH-ConvElc-CO-Elc;
;Macro-number-Population;
;Macro-Meuro2015-GDP;
;Macro-Meuro2015-VA;
;Macro-number-Employees;
;NUM-number-Ser-Bld;
Stock|Commercial;SurfaceArea-ksqm-Ser-Bld;
;NUM-number-Ser-BldNew;
;SurfaceArea-ksqm-Ser-BldNew;
;HDD-Celsius-Actual;
;HDD-Celsius-Mean;
;HDD-ratio-Relative;
FE|Commercial;FEC-ktoe-ES-Ser;
FE|Commercial|Coal;FEC-ktoe-ES-Ser-Solids;
FE|Commercial|Liquids;FEC-ktoe-ES-Ser-LPG;
FE|Commercial|Liquids;FEC-ktoe-ES-Ser-Oil;
FE|Commercial|Gases;FEC-ktoe-ES-Ser-NG;
FE|Commercial|Biomass;FEC-ktoe-ES-Ser-Biomass_Waste;
FE|Commercial|Gases;FEC-ktoe-ES-Ser-Biogas;
FE|Commercial|Liquids;FEC-ktoe-ES-Ser-LiqBio;
;FEC-ktoe-ES-Ser-Solar;
;FEC-ktoe-ES-Ser-Geo;
FE|Commercial|Ambient heat;FEC-ktoe-ES-Ser-Ambient;
FE|Commercial|Heat;FEC-ktoe-ES-Ser-Steam_Distr;
FE|Commercial|Electricity;FEC-ktoe-ES-Ser-Elec;
;FEC-ktoe-Ser;
;FEC-ktoe-Ser-Bld-Thermal;
FE|Commercial|Space heating;FEC-ktoe-Ser-Bld-Thermal-SH;
FE|Commercial|Space cooling;FEC-ktoe-Ser-Bld-Thermal-SC;
FE|Commercial|Water heating;FEC-ktoe-Ser-Bld-Thermal-HW;
FE|Commercial|Cooking;FEC-ktoe-Ser-Bld-Thermal-CA;
FE|Commercial|Appliances and lighting;FEC-ktoe-Ser-SEU;
Emi|CO2|Commercial;EMI-ktCO2-ES-Ser;
Emi|CO2|Commercial|Coal;EMI-ktCO2-ES-Ser-Solids;
Emi|CO2|Commercial|Liquids;EMI-ktCO2-ES-Ser-LPG;
;EMI-ktCO2-ES-Ser-Oil;
Emi|CO2|Commercial|Gases;EMI-ktCO2-ES-Ser-NG;
Emi|CO2|Commercial|Biomass;EMI-ktCO2-ES-Ser-Biomass_Waste;
Emi|CO2|Commercial|Gases;EMI-ktCO2-ES-Ser-Biogas;
Emi|CO2|Commercial|Liquids;EMI-ktCO2-ES-Ser-LiqBio;
;EMI-ktCO2-ES-Ser-Solar;
;EMI-ktCO2-ES-Ser-Geo;
;EMI-ktCO2-ES-Ser-Ambient;
Emi|CO2|Commercial|Heat;EMI-ktCO2-ES-Ser-Steam_Distr;
Emi|CO2|Commercial|Electricity;EMI-ktCO2-ES-Ser-Elec;
;EMI-ktCO2-Ser;
;EMI-ktCO2-Ser-Bld-Thermal;
Emi|CO2|Commercial|Space heating;EMI-ktCO2-Ser-Bld-Thermal-SH;
Emi|CO2|Commercial|Space cooling;EMI-ktCO2-Ser-Bld-Thermal-SC;
Emi|CO2|Commercial|Water heating;EMI-ktCO2-Ser-Bld-Thermal-HW;
Emi|CO2|Commercial|Cooking;EMI-ktCO2-Ser-Bld-Thermal-CA;
Emi|CO2|Commercial|Appliances and lighting;EMI-ktCO2-Ser-SEU;
;Eff-ratio-Ser-Bld-Thermal;
;Eff-ratio-Ser-Bld-Thermal-SH;
;Eff-ratio-Ser-Bld-Thermal-SC;
;Eff-ratio-Ser-Bld-Thermal-HW;
;Eff-ratio-Ser-Bld-Thermal-CA;
;NUM-number-Ser-Bld-Thermal;
;NUM-number-Ser-Bld-Thermal-SH;
;NUM-number-Ser-Bld-Thermal-SH-Solids;
;NUM-number-Ser-Bld-Thermal-SH-LPG;
;NUM-number-Ser-Bld-Thermal-SH-Oil;
;NUM-number-Ser-Bld-Thermal-SH-GasHP;
;NUM-number-Ser-Bld-Thermal-SH-GasTH;
;NUM-number-Ser-Bld-Thermal-SH-Biomass;
;NUM-number-Ser-Bld-Thermal-SH-Geo;
;NUM-number-Ser-Bld-Thermal-SH-DistrHeat;
;NUM-number-Ser-Bld-Thermal-SH-AdvElc;
;NUM-number-Ser-Bld-Thermal-SH-ConvElc;
;NUM-number-Ser-Bld-Thermal-SC;
;NUM-number-Ser-Bld-Thermal-SC-GasHP;
;NUM-number-Ser-Bld-Thermal-SC-AC;
;NUM-number-Ser-Bld-Thermal-HW;
;NUM-number-Ser-Bld-Thermal-HW-Solids;
;NUM-number-Ser-Bld-Thermal-HW-LPG;
;NUM-number-Ser-Bld-Thermal-HW-Oil;
;NUM-number-Ser-Bld-Thermal-HW-Gas;
;NUM-number-Ser-Bld-Thermal-HW-Biomass;
;NUM-number-Ser-Bld-Thermal-HW-DistrHeat;
;NUM-number-Ser-Bld-Thermal-HW-Elc;
;NUM-number-Ser-Bld-Thermal-HW-Solar;
;NUM-number-Ser-Bld-Thermal-CA;
;NUM-number-Ser-Bld-Thermal-CA-LPG;
;NUM-number-Ser-Bld-Thermal-CA-Gas;
;NUM-number-Ser-Bld-Thermal-CA-Biomass;
;NUM-number-Ser-Bld-Thermal-CA-Elc;
FE|Commercial|Space heating|Coal;FEC-ktoe-Ser-Bld-Thermal-SH-Solids-Solids;
FE|Commercial|Space heating|Liquids;FEC-ktoe-Ser-Bld-Thermal-SH-LPG-LPG;
FE|Commercial|Space heating|Liquids;FEC-ktoe-Ser-Bld-Thermal-SH-Oil-Oil_LiqBio;
FE|Commercial|Space heating|Gases;FEC-ktoe-Ser-Bld-Thermal-SH-GasHP-NG_Biogas;
FE|Commercial|Space heating|Gases;FEC-ktoe-Ser-Bld-Thermal-SH-GasTH-NG_Biogas;
FE|Commercial|Space heating|Biomass;FEC-ktoe-Ser-Bld-Thermal-SH-Biomass-Biomass_Waste;
;FEC-ktoe-Ser-Bld-Thermal-SH-Geo-Geo;
FE|Commercial|Space heating|Heat;FEC-ktoe-Ser-Bld-Thermal-SH-DistrHeat-Steam_Distr;
FE|Commercial|Space heating|Electricity|Heat pump;FEC-ktoe-Ser-Bld-Thermal-SH-AdvElc-Elec;
FE|Commercial|Space heating|Electricity|Resistive electric;FEC-ktoe-Ser-Bld-Thermal-SH-ConvElc-Elec;
;FEC-ktoe-Ser-Bld-Thermal-SH-TotalCirculation-Elec;
FE|Commercial|Space cooling|Gas;FEC-ktoe-Ser-Bld-Thermal-SC-GasHP-NG_Biogas;
FE|Commercial|Space cooling|Electricity;FEC-ktoe-Ser-Bld-Thermal-SC-AC-Elec;
FE|Commercial|Water heating|Coal;FEC-ktoe-Ser-Bld-Thermal-HW-Solids-Solids;
FE|Commercial|Water heating|Liquids;FEC-ktoe-Ser-Bld-Thermal-HW-LPG-LPG;
FE|Commercial|Water heating|Liquids;FEC-ktoe-Ser-Bld-Thermal-HW-Oil-Oil_LiqBio;
FE|Commercial|Water heating|Gases;FEC-ktoe-Ser-Bld-Thermal-HW-Gas-NG_Biogas;
FE|Commercial|Water heating|Biomass;FEC-ktoe-Ser-Bld-Thermal-HW-Biomass-Biomass_Waste;
FE|Commercial|Water heating|Heat;FEC-ktoe-Ser-Bld-Thermal-HW-DistrHeat-Steam_Distr;
FE|Commercial|Water heating|Electricity;FEC-ktoe-Ser-Bld-Thermal-HW-Elc-Elec;
;FEC-ktoe-Ser-Bld-Thermal-HW-TotalSolar-Solar;
FE|Commercial|Cooking|Liquids;FEC-ktoe-Ser-Bld-Thermal-CA-LPG;
FE|Commercial|Cooking|Gases;FEC-ktoe-Ser-Bld-Thermal-CA-Gas-NG_Biogas;
FE|Commercial|Cooking|Biomass;FEC-ktoe-Ser-Bld-Thermal-CA-Biomass-Biomass_Waste;
FE|Commercial|Cooking|Electricity;FEC-ktoe-Ser-Bld-Thermal-CA-Elc-Elec;
;TES-ktoe-Ser-Bld-Thermal;
UE|Commercial|Space heating;TES-ktoe-Ser-Bld-Thermal-SH;
UE|Commercial|Space heating|Coal;TES-ktoe-Ser-Bld-Thermal-SH-Solids-Solids;
UE|Commercial|Space heating|Liquids;TES-ktoe-Ser-Bld-Thermal-SH-LPG-LPG;
UE|Commercial|Space heating|Liquids;TES-ktoe-Ser-Bld-Thermal-SH-Oil-Oil_LiqBio;
UE|Commercial|Space heating|Gases;TES-ktoe-Ser-Bld-Thermal-SH-GasHP-NG_Biogas;
UE|Commercial|Space heating|Gases;TES-ktoe-Ser-Bld-Thermal-SH-GasTH-NG_Biogas;
UE|Commercial|Space heating|Biomass;TES-ktoe-Ser-Bld-Thermal-SH-Biomass-Biomass_Waste;
;TES-ktoe-Ser-Bld-Thermal-SH-Geo-Geo;
UE|Commercial|Space heating|Heat;TES-ktoe-Ser-Bld-Thermal-SH-DistrHeat-Steam_Distr;
UE|Commercial|Space heating|Electricity|Heat pump;TES-ktoe-Ser-Bld-Thermal-SH-AdvElc-Elec;
UE|Commercial|Space heating|Electricity|Resistive electric;TES-ktoe-Ser-Bld-Thermal-SH-ConvElc-Elec;
;TES-ktoe-Ser-Bld-Thermal-SH-TotalCirculation-Elec;
UE|Commercial|Space cooling;TES-ktoe-Ser-Bld-Thermal-SC;
UE|Commercial|Space cooling|Gas;TES-ktoe-Ser-Bld-Thermal-SC-GasHP-NG_Biogas;
UE|Commercial|Space cooling|Electricity;TES-ktoe-Ser-Bld-Thermal-SC-AC-Elec;
UE|Commercial|Water heating;TES-ktoe-Ser-Bld-Thermal-HW;
UE|Commercial|Water heating|Coal;TES-ktoe-Ser-Bld-Thermal-HW-Solids-Solids;
UE|Commercial|Water heating|Liquids;TES-ktoe-Ser-Bld-Thermal-HW-LPG-LPG;
UE|Commercial|Water heating|Liquids;TES-ktoe-Ser-Bld-Thermal-HW-Oil-Oil_LiqBio;
UE|Commercial|Water heating|Gases;TES-ktoe-Ser-Bld-Thermal-HW-Gas-NG_Biogas;
UE|Commercial|Water heating|Biomass;TES-ktoe-Ser-Bld-Thermal-HW-Biomass-Biomass_Waste;
UE|Commercial|Water heating|Heat;TES-ktoe-Ser-Bld-Thermal-HW-DistrHeat-Steam_Distr;
UE|Commercial|Water heating|Electricity;TES-ktoe-Ser-Bld-Thermal-HW-Elc-Elec;
;TES-ktoe-Ser-Bld-Thermal-HW-TotalSolar-Solar;
UE|Commercial|Cooking;TES-ktoe-Ser-Bld-Thermal-CA;
UE|Commercial|Cooking|Liquids;TES-ktoe-Ser-Bld-Thermal-CA-LPG;
UE|Commercial|Cooking|Gases;TES-ktoe-Ser-Bld-Thermal-CA-Gas-NG_Biogas;
UE|Commercial|Cooking|Biomass;TES-ktoe-Ser-Bld-Thermal-CA-Biomass-Biomass_Waste;
UE|Commercial|Cooking|Electricity;TES-ktoe-Ser-Bld-Thermal-CA-Elc-Elec;
;Eff-ratio-Ser-Bld-Thermal-SH-Solids-Solids;
;Eff-ratio-Ser-Bld-Thermal-SH-LPG-LPG;
;Eff-ratio-Ser-Bld-Thermal-SH-Oil-Oil_LiqBio;
;Eff-ratio-Ser-Bld-Thermal-SH-GasHP-NG_Biogas;
;Eff-ratio-Ser-Bld-Thermal-SH-GasTH-NG_Biogas;
;Eff-ratio-Ser-Bld-Thermal-SH-Biomass-Biomass_Waste;
;Eff-ratio-Ser-Bld-Thermal-SH-Geo-Geo;
;Eff-ratio-Ser-Bld-Thermal-SH-DistrHeat-Steam_Distr;
;Eff-ratio-Ser-Bld-Thermal-SH-AdvElc-Elec;
;Eff-ratio-Ser-Bld-Thermal-SH-ConvElc-Elec;
;Eff-ratio-Ser-Bld-Thermal-SH-TotalCirculation-Elec;
;Eff-ratio-Ser-Bld-Thermal-SC-GasHP-NG_Biogas;
;Eff-ratio-Ser-Bld-Thermal-SC-AC-Elec;
;Eff-ratio-Ser-Bld-Thermal-HW-Solids-Solids;
;Eff-ratio-Ser-Bld-Thermal-HW-LPG-LPG;
;Eff-ratio-Ser-Bld-Thermal-HW-Oil-Oil_LiqBio;
;Eff-ratio-Ser-Bld-Thermal-HW-Gas-NG_Biogas;
;Eff-ratio-Ser-Bld-Thermal-HW-Biomass-Biomass_Waste;
;Eff-ratio-Ser-Bld-Thermal-HW-DistrHeat-Steam_Distr;
;Eff-ratio-Ser-Bld-Thermal-HW-Elc-Elec;
;Eff-ratio-Ser-Bld-Thermal-HW-TotalSolar-Solar;
;Eff-ratio-Ser-Bld-Thermal-CA-LPG;
;Eff-ratio-Ser-Bld-Thermal-CA-Gas-NG_Biogas;
;Eff-ratio-Ser-Bld-Thermal-CA-Biomass-Biomass_Waste;
;Eff-ratio-Ser-Bld-Thermal-CA-Elc-Elec;
Emi|CO2|Commercial|Space heating|Coal;EMI-ktCO2-Ser-Bld-Thermal-SH-Solids-Solids;
Emi|CO2|Commercial|Space heating|Liquids;EMI-ktCO2-Ser-Bld-Thermal-SH-LPG-LPG;
Emi|CO2|Commercial|Space heating|Liquids;EMI-ktCO2-Ser-Bld-Thermal-SH-Oil-Oil_LiqBio;
Emi|CO2|Commercial|Space heating|Gases;EMI-ktCO2-Ser-Bld-Thermal-SH-GasHP-NG_Biogas;
Emi|CO2|Commercial|Space heating|Gases;EMI-ktCO2-Ser-Bld-Thermal-SH-GasTH-NG_Biogas;
Emi|CO2|Commercial|Space heating|Biomass;EMI-ktCO2-Ser-Bld-Thermal-SH-Biomass-Biomass_Waste;
;EMI-ktCO2-Ser-Bld-Thermal-SH-Geo-Geo;
Emi|CO2|Commercial|Space heating|Heat;EMI-ktCO2-Ser-Bld-Thermal-SH-DistrHeat-Steam_Distr;
Emi|CO2|Commercial|Space heating|Electricity|Heat pump;EMI-ktCO2-Ser-Bld-Thermal-SH-AdvElc-Elec;
Emi|CO2|Commercial|Space heating|Electricity|Resistive electric;EMI-ktCO2-Ser-Bld-Thermal-SH-ConvElc-Elec;
;EMI-ktCO2-Ser-Bld-Thermal-SH-TotalCirculation-Elec;
Emi|CO2|Commercial|Space cooling|Gas;EMI-ktCO2-Ser-Bld-Thermal-SC-GasHP-NG_Biogas;
Emi|CO2|Commercial|Space cooling|Electricity;EMI-ktCO2-Ser-Bld-Thermal-SC-AC-Elec;
Emi|CO2|Commercial|Water heating|Coal;EMI-ktCO2-Ser-Bld-Thermal-HW-Solids-Solids;
Emi|CO2|Commercial|Water heating|Liquids;EMI-ktCO2-Ser-Bld-Thermal-HW-LPG-LPG;
Emi|CO2|Commercial|Water heating|Liquids;EMI-ktCO2-Ser-Bld-Thermal-HW-Oil-Oil_LiqBio;
Emi|CO2|Commercial|Water heating|Gases;EMI-ktCO2-Ser-Bld-Thermal-HW-Gas-NG_Biogas;
Emi|CO2|Commercial|Water heating|Biomass;EMI-ktCO2-Ser-Bld-Thermal-HW-Biomass-Biomass_Waste;
Emi|CO2|Commercial|Water heating|Heat;EMI-ktCO2-Ser-Bld-Thermal-HW-DistrHeat-Steam_Distr;
Emi|CO2|Commercial|Water heating|Electricity;EMI-ktCO2-Ser-Bld-Thermal-HW-Elc-Elec;
;EMI-ktCO2-Ser-Bld-Thermal-HW-TotalSolar-Solar;
Emi|CO2|Commercial|Cooking|Liquids;EMI-ktCO2-Ser-Bld-Thermal-CA-LPG;
Emi|CO2|Commercial|Cooking|Gases;EMI-ktCO2-Ser-Bld-Thermal-CA-Gas-NG_Biogas;
Emi|CO2|Commercial|Cooking|Biomass;EMI-ktCO2-Ser-Bld-Thermal-CA-Biomass-Biomass_Waste;
Emi|CO2|Commercial|Cooking|Electricity;EMI-ktCO2-Ser-Bld-Thermal-CA-Elc-Elec;
;FEC_per_building-kWh-Ser-Bld-Thermal;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-Solids-Solids;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-LPG-LPG;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-Oil-Oil_LiqBio;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-GasHP-NG_Biogas;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-GasTH-NG_Biogas;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-Biomass-Biomass_Waste;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-Geo-Geo;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-DistrHeat-Steam_Distr;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-AdvElc-Elec;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-ConvElc-Elec;
;FEC_per_building-kWh-Ser-Bld-Thermal-SH-TotalCirculation-Elec;
;FEC_per_building-kWh-Ser-Bld-Thermal-SC;
;FEC_per_building-kWh-Ser-Bld-Thermal-SC-GasHP-NG_Biogas;
;FEC_per_building-kWh-Ser-Bld-Thermal-SC-AC-Elec;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-Solids-Solids;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-LPG-LPG;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-Oil-Oil_LiqBio;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-Gas-NG_Biogas;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-Biomass-Biomass_Waste;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-DistrHeat-Steam_Distr;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-Elc-Elec;
;FEC_per_building-kWh-Ser-Bld-Thermal-HW-TotalSolar-Solar;
;FEC_per_building-kWh-Ser-Bld-Thermal-CA;
;FEC_per_building-kWh-Ser-Bld-Thermal-CA-LPG;
;FEC_per_building-kWh-Ser-Bld-Thermal-CA-Gas-NG_Biogas;
;FEC_per_building-kWh-Ser-Bld-Thermal-CA-Biomass-Biomass_Waste;
;FEC_per_building-kWh-Ser-Bld-Thermal-CA-Elc-Elec;
;TES_per_building-kWh-Ser-Bld-Thermal;
;TES_per_building-kWh-Ser-Bld-Thermal-SH;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-Solids-Solids;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-LPG-LPG;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-Oil-Oil_LiqBio;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-GasHP-NG_Biogas;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-GasTH-NG_Biogas;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-Biomass-Biomass_Waste;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-Geo-Geo;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-DistrHeat-Steam_Distr;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-AdvElc-Elec;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-ConvElc-Elec;
;TES_per_building-kWh-Ser-Bld-Thermal-SH-TotalCirculation-Elec;
;TES_per_building-kWh-Ser-Bld-Thermal-SC;
;TES_per_building-kWh-Ser-Bld-Thermal-SC-GasHP-NG_Biogas;
;TES_per_building-kWh-Ser-Bld-Thermal-SC-AC-Elec;
;TES_per_building-kWh-Ser-Bld-Thermal-HW;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-Solids-Solids;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-LPG-LPG;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-Oil-Oil_LiqBio;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-Gas-NG_Biogas;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-Biomass-Biomass_Waste;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-DistrHeat-Steam_Distr;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-Elc-Elec;
;TES_per_building-kWh-Ser-Bld-Thermal-HW-TotalSolar-Solar;
;TES_per_building-kWh-Ser-Bld-Thermal-CA;
;TES_per_building-kWh-Ser-Bld-Thermal-CA-LPG;
;TES_per_building-kWh-Ser-Bld-Thermal-CA-Gas-NG_Biogas;
;TES_per_building-kWh-Ser-Bld-Thermal-CA-Biomass-Biomass_Waste;
;TES_per_building-kWh-Ser-Bld-Thermal-CA-Elc-Elec;
;EMI_per_building-kgCO2-Ser-Bld-Thermal;
